latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
39.1908,31.1941,307.8,1.6,1.2,2010-01-01,0915,Terra,MODIS,66,6.2,286.1,17.7,D,0
38.7025,27.4163,324.7,1.1,1,2010-01-01,0916,Terra,MODIS,83,6.2,291.1,25.6,D,0
38.509,28.2003,303.8,1.2,1.1,2010-01-01,0916,Terra,MODIS,57,6.2,288.8,7.3,D,0
38.5067,28.2134,300.5,1.2,1.1,2010-01-01,0916,Terra,MODIS,37,6.2,289,5,D,0
39.2626,31.2477,311.7,1.1,1,2010-01-01,1057,Aqua,MODIS,72,6.2,287.7,13,D,0
38.985,31.8329,301.9,1,1,2010-01-01,1057,Aqua,MODIS,50,6.2,287.8,5.6,D,0
38.8912,33.8781,313.3,1,1,2010-01-01,1057,Aqua,MODIS,73,6.2,286.9,13.1,D,0
38.8928,33.8895,332.9,1,1,2010-01-01,1057,Aqua,MODIS,88,6.2,287.7,34,D,0
38.6103,31.1749,305.1,1.1,1,2010-01-01,1057,Aqua,MODIS,57,6.2,288.2,8.9,D,0
38.9455,31.88,315,1,1,2010-01-01,1057,Aqua,MODIS,75,6.2,286.5,15.1,D,0
38.9474,31.8917,311.6,1,1,2010-01-01,1057,Aqua,MODIS,72,6.2,287.1,12.3,D,0
38.9518,33.7877,328.4,1,1,2010-01-01,1057,Aqua,MODIS,86,6.2,286.6,28.2,D,0
38.9534,33.7991,334.4,1,1,2010-01-01,1057,Aqua,MODIS,89,6.2,286.5,36.1,D,0
38.76,31.5832,310.9,1.1,1,2010-01-01,1057,Aqua,MODIS,71,6.2,287.7,11.7,D,0
39.2604,28.0569,303.9,1.5,1.2,2010-01-01,1057,Aqua,MODIS,57,6.2,290.2,9.9,D,0
39.3881,31.112,300.4,1.1,1,2010-01-01,1057,Aqua,MODIS,35,6.2,287.4,4.7,D,0
39.3577,31.0434,300.7,1.1,1,2010-01-01,1057,Aqua,MODIS,40,6.2,288.8,4.7,D,0
39.2705,31.2962,303.4,1.1,1,2010-01-01,1057,Aqua,MODIS,56,6.2,286.8,7,D,0
39.3597,31.0557,303.4,1.1,1,2010-01-01,1057,Aqua,MODIS,56,6.2,288.5,6.4,D,0
40.2702,28.4591,306.9,1.3,1.1,2010-01-01,1058,Aqua,MODIS,64,6.2,291,11.4,D,0
40.6952,30.534,305.9,1.1,1,2010-01-01,1058,Aqua,MODIS,62,6.2,293.3,6.3,D,0
40.0398,28.1664,315,1.4,1.2,2010-01-01,1058,Aqua,MODIS,75,6.2,290.4,20.5,D,0
36.72,36.2034,312.1,1,1,2010-01-02,2341,Aqua,MODIS,84,6.2,285.9,14,N,0
36.7374,36.2133,304.2,1,1,2010-01-02,2341,Aqua,MODIS,59,6.2,286,8.5,N,0
36.8534,39.1278,300.3,1.1,1,2010-01-04,0808,Terra,MODIS,33,6.2,285.7,5.5,D,0
37.3466,29.9532,300.3,1.3,1.1,2010-01-04,1127,Aqua,MODIS,35,6.2,279.9,8.1,D,0
40.918,27.1251,302,1.1,1,2010-01-04,1129,Aqua,MODIS,50,6.2,277.7,9.3,D,0
36.9334,38.9614,300.8,2.8,1.6,2010-01-06,1115,Aqua,MODIS,33,6.2,288.1,14.9,D,0
36.9664,39.0222,301.4,2.8,1.6,2010-01-06,1115,Aqua,MODIS,30,6.2,287.9,15.6,D,0
36.9692,39.0135,300.8,2.8,1.6,2010-01-06,1115,Aqua,MODIS,28,6.2,287.8,14.9,D,0
36.9427,40.1834,300.1,1.2,1.1,2010-01-07,1020,Aqua,MODIS,27,6.2,289,4.3,D,0
36.8105,38.9054,300.8,1.3,1.1,2010-01-07,1020,Aqua,MODIS,42,6.2,289,6.6,D,0
37.1293,40.4789,306.7,1.1,1.1,2010-01-07,1020,Aqua,MODIS,64,6.2,288.6,9.3,D,0
36.9405,40.1705,302.3,1.2,1.1,2010-01-07,1020,Aqua,MODIS,50,6.2,289.6,5.4,D,0
36.9031,40.1264,304.2,1.2,1.1,2010-01-07,1020,Aqua,MODIS,58,6.2,289,7.2,D,0
36.8481,39.8673,302.8,1.2,1.1,2010-01-07,1020,Aqua,MODIS,54,6.2,288.8,6.4,D,0
36.872,39.8886,304.4,1.2,1.1,2010-01-07,1020,Aqua,MODIS,59,6.2,289.1,7.7,D,0
36.8094,39.0745,335.6,1.3,1.1,2010-01-07,1020,Aqua,MODIS,90,6.2,290,54.7,D,0
36.8068,39.06,317.1,1.3,1.1,2010-01-07,1020,Aqua,MODIS,77,6.2,289.8,22.2,D,0
36.8221,39.0861,304.6,1.3,1.1,2010-01-07,1020,Aqua,MODIS,49,6.2,288.4,8.1,D,0
36.7697,38.9816,302.2,1.8,1.3,2010-01-08,1102,Aqua,MODIS,51,6.2,291.3,9.1,D,0
36.8079,39.0726,306.6,1.8,1.3,2010-01-08,1102,Aqua,MODIS,64,6.2,290.8,14.1,D,0
36.9223,40.1433,304.9,2.1,1.4,2010-01-08,1102,Aqua,MODIS,48,6.2,290.6,14.4,D,0
37.4389,32.9043,304,1,1,2010-01-08,1103,Aqua,MODIS,25,6.2,291.2,4.3,D,0
37.6134,33.2378,304.1,1,1,2010-01-08,1103,Aqua,MODIS,58,6.2,288.5,5.9,D,0
37.0885,38.8914,302.5,1.8,1.3,2010-01-08,1103,Aqua,MODIS,50,6.2,288.4,9.1,D,0
37.026,40.4679,302.8,2.2,1.4,2010-01-08,1103,Aqua,MODIS,54,6.2,289.4,14.7,D,0
37.1413,40.2989,302.5,2.2,1.4,2010-01-08,1103,Aqua,MODIS,52,6.2,290.9,13,D,0
36.8859,39.0547,300.7,1.8,1.3,2010-01-08,1103,Aqua,MODIS,30,6.2,289.9,5.9,D,0
36.8841,39.0345,308.8,1.8,1.3,2010-01-08,1103,Aqua,MODIS,68,6.2,291.8,17.2,D,0
37.0307,40.1945,310,2.1,1.4,2010-01-08,1103,Aqua,MODIS,69,6.2,290.7,28,D,0
38.6078,31.1595,301.9,1,1,2010-01-08,1103,Aqua,MODIS,45,6.2,278.6,6.8,D,0
37.6295,33.1524,301.6,1,1,2010-01-08,1103,Aqua,MODIS,48,6.2,290.7,3.9,D,0
37.6208,34.1367,307.5,1.1,1,2010-01-08,1103,Aqua,MODIS,66,6.2,291.7,7.5,D,0
37.4079,32.9458,310.4,1,1,2010-01-08,1103,Aqua,MODIS,70,6.2,292.6,8.1,D,0
41.2607,31.4283,300.8,1,1,2010-01-08,1104,Aqua,MODIS,36,6.2,290.2,4.1,D,0
37.2182,40.0845,307.8,1.2,1.1,2010-01-09,0826,Terra,MODIS,66,6.2,287.2,11.6,D,0
37.0195,40.0798,300.4,1.2,1.1,2010-01-09,0826,Terra,MODIS,32,6.2,287.7,5.8,D,0
37.1003,38.9881,315.7,1.1,1,2010-01-09,0827,Terra,MODIS,76,6.2,288.7,15.9,D,0
36.9204,40.1893,300.3,1.2,1.1,2010-01-09,0827,Terra,MODIS,22,6.2,288.7,4.9,D,0
36.9025,38.8889,301,1.1,1,2010-01-09,0827,Terra,MODIS,44,6.2,284.3,5.8,D,0
37.0984,39,304.3,1.1,1,2010-01-09,0827,Terra,MODIS,59,6.2,287.9,7,D,0
37.0065,38.9949,303.7,1.1,1,2010-01-09,0827,Terra,MODIS,57,6.2,286.8,7,D,0
37.1028,38.915,301.2,1.1,1,2010-01-09,0827,Terra,MODIS,44,6.2,279.9,6.2,D,0
37.0898,40.313,309.7,1.6,1.3,2010-01-09,1007,Aqua,MODIS,59,6.2,289.2,20,D,0
36.8244,39.058,303.3,2,1.4,2010-01-09,1007,Aqua,MODIS,56,6.2,291.8,11.2,D,0
36.8878,40.1151,300.1,1.7,1.3,2010-01-09,1007,Aqua,MODIS,24,6.2,289.3,6.1,D,0
36.9294,40.1568,308,1.7,1.3,2010-01-09,1007,Aqua,MODIS,66,6.2,290.9,16.1,D,0
36.8846,40.1115,300.4,1.7,1.3,2010-01-09,1007,Aqua,MODIS,36,6.2,289.5,6.9,D,0
37.0793,38.9347,306.3,2,1.4,2010-01-09,1007,Aqua,MODIS,63,6.2,289.8,17.7,D,0
36.9258,40.1383,302.1,1.7,1.3,2010-01-09,1007,Aqua,MODIS,51,6.2,290.7,8.5,D,0
37.8445,40.7196,304.7,1.5,1.2,2010-01-10,1050,Aqua,MODIS,60,6.2,279.6,14.6,D,0
37.2501,40.6759,304.8,1.5,1.2,2010-01-10,1050,Aqua,MODIS,60,6.2,279,14.2,D,0
37.1798,42.3427,301.8,1.9,1.3,2010-01-10,1050,Aqua,MODIS,46,6.2,289.4,9.9,D,0
37.2484,40.6592,301.1,1.5,1.2,2010-01-10,1050,Aqua,MODIS,44,6.2,276.9,10.8,D,0
37.8468,40.7314,300.7,1.5,1.2,2010-01-10,1050,Aqua,MODIS,34,6.2,280.6,9.2,D,0
37.6716,33.3167,303.4,1.9,1.3,2010-01-11,0814,Terra,MODIS,56,6.2,285.1,14.4,D,0
37.6698,33.3379,302.9,1.9,1.3,2010-01-11,0814,Terra,MODIS,54,6.2,285,14,D,0
