latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.1617,35.9109,317.1,1.4,1.2,2005-01-01,1103,Aqua,MODIS,0,6.2,289,23.9,D,0
36.1657,35.9051,316.5,1.4,1.2,2005-01-01,1103,Aqua,MODIS,0,6.2,287.3,25.7,D,0
37.5748,31.4957,304.9,1,1,2005-01-01,1104,Aqua,MODIS,60,6.2,286.3,7.7,D,0
39.5204,33.6139,311.2,1.2,1.1,2005-01-01,1104,Aqua,MODIS,71,6.2,288.8,13,D,0
37.4373,32.8945,305,1.1,1,2005-01-01,1104,Aqua,MODIS,60,6.2,291.9,4.8,D,0
39.522,33.6279,304.8,1.2,1.1,2005-01-01,1104,Aqua,MODIS,60,6.2,288.5,7.6,D,0
39.6523,34.7266,300.3,1.4,1.2,2005-01-01,1104,Aqua,MODIS,33,6.2,282.9,8.6,D,0
38.3033,32.784,319.3,1.1,1,2005-01-01,1104,Aqua,MODIS,79,6.2,289.2,19.8,D,0
37.3787,32.9555,309.5,1.1,1,2005-01-01,1104,Aqua,MODIS,69,6.2,292.6,8.9,D,0
38.2302,32.4257,303.7,1.1,1,2005-01-01,1104,Aqua,MODIS,50,6.2,289.4,5.9,D,0
36.1664,35.9184,324.7,1.9,1.3,2005-01-01,2305,Aqua,MODIS,100,6.2,286.3,67.8,N,0
36.8604,30.8373,305.9,1.7,1.3,2005-01-05,1039,Aqua,MODIS,0,6.2,286.6,17.4,D,0
37.1507,35.1662,305.7,1.3,1.1,2005-01-07,0850,Terra,MODIS,62,6.2,287.7,12,D,0
37.9446,31.4583,323.1,1,1,2005-01-07,0850,Terra,MODIS,0,6.2,276.6,23.9,D,0
37.4908,29.414,316,1,1,2005-01-08,1110,Aqua,MODIS,76,6.2,289.7,14.1,D,0
38.0122,29.5135,304.3,1,1,2005-01-08,1110,Aqua,MODIS,59,6.2,286.9,6.5,D,0
36.8082,35.1995,302.8,1.6,1.2,2005-01-08,1110,Aqua,MODIS,54,6.2,287.9,10.4,D,0
36.8065,35.1815,304.6,1.6,1.2,2005-01-08,1110,Aqua,MODIS,59,6.2,288,12.2,D,0
36.3111,29.3545,302.4,1,1,2005-01-08,1110,Aqua,MODIS,39,6.2,288.2,4.6,D,0
36.7291,36.2149,300.2,1.1,1.1,2005-01-09,0838,Terra,MODIS,24,6.2,287.4,6.1,D,2
36.7316,36.2107,302.6,1,1,2005-01-09,1941,Terra,MODIS,50,6.2,280.4,8.9,N,2
37.1651,40.6082,304.4,2,1.4,2005-01-10,0743,Terra,MODIS,59,6.2,283.9,20,D,0
40.1177,32.9161,311.2,1,1,2005-01-10,1058,Aqua,MODIS,71,6.2,285.3,12.4,D,0
38.317,28.3077,305.9,1.2,1.1,2005-01-10,1058,Aqua,MODIS,62,6.2,284.1,12.7,D,0
37.9459,28.9631,301.4,1.2,1.1,2005-01-10,1058,Aqua,MODIS,47,6.2,288.3,5.9,D,0
40.1161,32.9041,305.5,1,1,2005-01-10,1058,Aqua,MODIS,62,6.2,284.7,8.5,D,0
37.0536,40.3585,300.7,1.2,1.1,2005-01-11,0826,Terra,MODIS,41,6.2,284.4,7.7,D,0
37.2687,35.1592,302.5,1.1,1,2005-01-11,0826,Terra,MODIS,52,6.2,288,6.3,D,0
37.2703,35.1474,316.4,1.1,1,2005-01-11,0826,Terra,MODIS,77,6.2,288.5,16.6,D,0
37.3858,36.9523,317.2,1,1,2005-01-11,0826,Terra,MODIS,77,6.2,286.7,16.8,D,0
37.3875,36.9412,324.4,1,1,2005-01-11,0826,Terra,MODIS,83,6.2,285.9,24.1,D,0
36.7372,36.2077,301.2,1,1,2005-01-11,0826,Terra,MODIS,32,6.2,288.9,4.8,D,0
37.0128,40.2274,304.2,1.7,1.3,2005-01-11,1002,Aqua,MODIS,58,6.2,285.9,15,D,0
37.111,40.485,305.6,1.6,1.3,2005-01-11,1002,Aqua,MODIS,62,6.2,287.9,15.7,D,0
37.0991,29.5934,306.1,1.2,1.1,2005-01-12,0909,Terra,MODIS,50,6.2,287.6,11.6,D,0
37.1025,29.5861,303,1.2,1.1,2005-01-12,0909,Terra,MODIS,31,6.2,288.5,7.6,D,0
37.0142,40.2481,303.9,1.4,1.2,2005-01-12,1045,Aqua,MODIS,57,6.2,292.7,6.5,D,0
36.7294,36.2108,305.2,1,1,2005-01-12,1045,Aqua,MODIS,0,6.2,292.3,6.1,D,2
37.3877,36.9293,305.3,1,1,2005-01-12,1045,Aqua,MODIS,61,6.2,292.7,5.2,D,0
37.0807,40.4784,307.4,1.4,1.2,2005-01-12,1045,Aqua,MODIS,65,6.2,291.1,11.4,D,0
37.0824,40.4945,307.6,1.4,1.2,2005-01-12,1045,Aqua,MODIS,66,6.2,290.5,11.6,D,0
38.4511,32.9205,301.8,1.1,1,2005-01-12,1045,Aqua,MODIS,49,6.2,288.3,5.3,D,0
37.1511,35.9267,309.9,1,1,2005-01-12,1045,Aqua,MODIS,69,6.2,292.6,7,D,0
40.1479,34.6899,307.9,1,1,2005-01-12,1046,Aqua,MODIS,66,6.2,286.1,8.5,D,0
39.6917,34.9873,303,1,1,2005-01-12,1046,Aqua,MODIS,54,6.2,288,4.9,D,0
39.6901,34.9758,315.9,1,1,2005-01-12,1046,Aqua,MODIS,76,6.2,288.7,14.1,D,0
39.6027,32.7575,308.7,1.1,1,2005-01-12,1046,Aqua,MODIS,67,6.2,287.3,8.8,D,0
40.0391,34.0701,311.1,1,1,2005-01-12,1046,Aqua,MODIS,71,6.2,287.9,10.7,D,0
39.844,33.8796,303,1,1,2005-01-12,1046,Aqua,MODIS,54,6.2,286.2,5.2,D,0
40.1787,34.7128,300.5,1,1,2005-01-12,1046,Aqua,MODIS,37,6.2,286.8,4.3,D,0
39.9969,33.9728,314.4,1,1,2005-01-12,1046,Aqua,MODIS,75,6.2,289,13,D,0
39.6229,34.8906,305.8,1,1,2005-01-12,1046,Aqua,MODIS,62,6.2,287.5,7,D,0
39.5639,34.2343,308.5,1,1,2005-01-12,1046,Aqua,MODIS,67,6.2,289,8.4,D,0
39.9951,33.9613,308.5,1,1,2005-01-12,1046,Aqua,MODIS,67,6.2,288.6,8.4,D,0
