latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.8775,38.8715,300.9,1,1,2009-01-02,1033,Aqua,MODIS,43,6.2,284.7,5.6,D,0
37.0663,38.8956,300.5,1,1,2009-01-02,1033,Aqua,MODIS,38,6.2,284.9,5.7,D,0
37.0779,40.418,316.4,1.5,1.2,2009-01-07,1051,Aqua,MODIS,77,6.2,283.1,26.6,D,0
36.9591,40.2475,304.8,1.4,1.2,2009-01-07,1051,Aqua,MODIS,60,6.2,284.4,12.5,D,0
37.1043,40.4633,312.7,1.5,1.2,2009-01-07,1051,Aqua,MODIS,73,6.2,283.7,21.1,D,0
37.1026,40.447,305.7,1.5,1.2,2009-01-07,1051,Aqua,MODIS,37,6.2,283.5,11.5,D,0
37.0466,40.3245,300.3,1.4,1.2,2009-01-07,1051,Aqua,MODIS,31,6.2,280.2,7.8,D,0
37.0647,40.5334,303.2,1,1,2009-01-08,0815,Terra,MODIS,55,6.2,287.2,5.9,D,0
37.0642,40.4124,303.7,1,1,2009-01-08,0815,Terra,MODIS,57,6.2,287.6,6.1,D,0
37.0726,40.3569,305.5,1,1,2009-01-08,0815,Terra,MODIS,48,6.2,287.5,6.2,D,0
37.0565,40.3417,315.2,1,1,2009-01-08,0815,Terra,MODIS,75,6.2,286.8,13.4,D,0
37.1213,40.3028,301.4,2.5,1.5,2009-01-08,0956,Aqua,MODIS,47,6.2,289.4,14.7,D,0
37.1283,40.3052,302.7,2.5,1.5,2009-01-08,0956,Aqua,MODIS,53,6.2,289.8,18,D,0
37.1756,40.1116,302.1,1,1,2009-01-09,1039,Aqua,MODIS,51,6.2,283.1,6.2,D,0
37.1605,40.3049,304.3,1.1,1.1,2009-01-10,0803,Terra,MODIS,58,6.2,285.6,8.2,D,0
37.1207,40.7378,301.1,1.1,1,2009-01-10,0803,Terra,MODIS,44,6.2,284,6.8,D,0
37.0907,41.4046,302.7,1,1,2009-01-10,0803,Terra,MODIS,53,6.2,285.6,6.5,D,0
37.1019,40.2289,308.3,1.1,1.1,2009-01-10,0803,Terra,MODIS,67,6.2,284.2,11.5,D,0
37.0988,40.2544,303.6,1.1,1.1,2009-01-10,0803,Terra,MODIS,56,6.2,285,7.8,D,0
37.1136,40.2031,304.4,3.9,1.8,2009-01-10,0944,Aqua,MODIS,59,6.2,287.3,48.1,D,0
37.1035,40.2002,300.9,3.9,1.8,2009-01-10,0944,Aqua,MODIS,42,6.2,287,33.7,D,0
37.0098,40.2889,301.7,1.6,1.3,2009-01-12,0751,Terra,MODIS,49,6.2,280.7,13.7,D,0
36.8779,37.5418,301.1,1.8,1.3,2009-01-12,1110,Aqua,MODIS,45,6.2,289.1,9.7,D,0
37.0718,41.3013,300.1,3.2,1.7,2009-01-12,1110,Aqua,MODIS,23,6.2,287,22.6,D,0
36.8695,37.5292,304.4,1.8,1.3,2009-01-12,1110,Aqua,MODIS,59,6.2,290.6,12.1,D,0
37.0741,41.3375,302.8,3.2,1.7,2009-01-12,1110,Aqua,MODIS,54,6.2,286.8,29.5,D,0
38.6635,29.0927,304.8,1,1,2009-01-12,1111,Aqua,MODIS,60,6.2,281.9,9.1,D,0
38.6653,29.1043,301.1,1,1,2009-01-12,1111,Aqua,MODIS,45,6.2,281.7,7.1,D,0
37.1437,40.4635,311.3,2,1.4,2009-01-12,1854,Terra,MODIS,82,6.2,271.5,43.2,N,0
37.1462,40.4574,306.6,2,1.4,2009-01-12,1854,Terra,MODIS,69,6.2,271.7,36.1,N,0
37.1025,40.5224,303.7,1.5,1.2,2009-01-13,0833,Terra,MODIS,57,6.2,287.2,11.1,D,0
37.1711,40.3627,303,1.4,1.2,2009-01-13,0833,Terra,MODIS,55,6.2,289.6,8,D,0
37.1134,40.2901,304.6,1.4,1.2,2009-01-13,0833,Terra,MODIS,59,6.2,287.9,10.7,D,0
37.0128,40.2708,303.6,1.4,1.2,2009-01-13,0833,Terra,MODIS,56,6.2,285.8,10.2,D,0
37.1164,40.2745,300.6,1.4,1.2,2009-01-13,0833,Terra,MODIS,39,6.2,288,7,D,0
37.1579,40.2867,316.8,1.4,1.2,2009-01-13,0833,Terra,MODIS,77,6.2,289.3,23.7,D,0
37.0558,40.2171,304.2,1.4,1.2,2009-01-13,0833,Terra,MODIS,58,6.2,288.3,10.7,D,0
37.152,40.2907,315.6,1.4,1.2,2009-01-13,0833,Terra,MODIS,76,6.2,289.3,21.9,D,0
37.155,40.2751,304.5,1.4,1.2,2009-01-13,0833,Terra,MODIS,40,6.2,289.4,8.7,D,0
37.1457,40.1195,306.2,1.4,1.2,2009-01-13,0833,Terra,MODIS,63,6.2,287.4,12.6,D,0
36.7303,36.2089,301.4,1,1,2009-01-13,0834,Terra,MODIS,35,6.2,288,6.1,D,0
37.1684,40.2684,300.3,1.3,1.1,2009-01-13,1015,Aqua,MODIS,33,6.2,289.3,5.1,D,0
37.1086,39.1934,305.7,1.5,1.2,2009-01-13,1015,Aqua,MODIS,62,6.2,289.3,12.1,D,0
37.0868,40.3288,302.3,1.3,1.1,2009-01-13,1015,Aqua,MODIS,26,6.2,290.4,5.1,D,0
37.0713,40.3023,305.3,1.3,1.1,2009-01-13,1015,Aqua,MODIS,61,6.2,291.1,8.9,D,0
36.9495,40.2658,300.8,1.4,1.2,2009-01-13,1015,Aqua,MODIS,41,6.2,289.1,6.5,D,0
37.1416,40.3536,304,1.3,1.1,2009-01-13,1015,Aqua,MODIS,54,6.2,292.3,6.3,D,0
37.0693,40.3492,303.3,1.3,1.1,2009-01-13,1015,Aqua,MODIS,54,6.2,290.9,6.7,D,0
37.1315,40.3565,306,1.3,1.1,2009-01-13,1015,Aqua,MODIS,63,6.2,291.9,8.5,D,0
36.9523,40.2806,300.8,1.4,1.2,2009-01-13,1015,Aqua,MODIS,41,6.2,288.4,6.5,D,0
37.0098,40.2576,301.7,1.4,1.2,2009-01-13,1015,Aqua,MODIS,48,6.2,288.2,6.2,D,0
37.0336,40.3286,303.7,1.3,1.1,2009-01-13,1015,Aqua,MODIS,57,6.2,289.8,7.5,D,0
37.1119,39.2103,307.8,1.5,1.2,2009-01-13,1015,Aqua,MODIS,66,6.2,290.2,14.8,D,0
37.1193,39.1901,309.9,1.5,1.2,2009-01-13,1015,Aqua,MODIS,69,6.2,288.7,16.9,D,0
37.039,40.3579,302,1.3,1.1,2009-01-13,1015,Aqua,MODIS,50,6.2,290,6,D,0
37.1213,40.9798,300.1,2.3,1.5,2009-01-14,0738,Terra,MODIS,24,6.2,289.6,12.1,D,0
37.1836,40.1852,310.1,1.7,1.3,2009-01-14,1058,Aqua,MODIS,70,6.2,294.8,16.1,D,0
37.0209,40.2608,304.4,1.8,1.3,2009-01-14,1058,Aqua,MODIS,57,6.2,292.3,10.4,D,0
37.0832,40.3464,309.3,1.8,1.3,2009-01-14,1058,Aqua,MODIS,68,6.2,294.2,17.2,D,0
37.0276,40.2543,303.3,1.8,1.3,2009-01-14,1058,Aqua,MODIS,54,6.2,291.5,8.5,D,0
36.7005,39.0857,306.4,1.5,1.2,2009-01-14,1058,Aqua,MODIS,63,6.2,290.8,11.6,D,0
37.0069,40.3223,305.4,1.1,1,2009-01-15,0821,Terra,MODIS,61,6.2,286.5,7.9,D,0
37.1488,40.5302,303.3,1.1,1,2009-01-15,0821,Terra,MODIS,55,6.2,288.4,5.8,D,0
37.1462,40.431,314.2,1.1,1,2009-01-15,0821,Terra,MODIS,74,6.2,289.3,14.1,D,0
37.0093,40.2498,311.7,1.1,1,2009-01-15,0821,Terra,MODIS,72,6.2,288,12.4,D,0
37.1318,40.5754,316.8,1.1,1,2009-01-15,0821,Terra,MODIS,77,6.2,289.1,16.3,D,0
37.1337,40.5635,306.2,1.1,1,2009-01-15,0821,Terra,MODIS,63,6.2,288.7,7.4,D,0
37.1102,40.5328,306.1,1.1,1,2009-01-15,0821,Terra,MODIS,63,6.2,289,7,D,0
37.1199,40.6469,304.8,1.1,1,2009-01-15,0821,Terra,MODIS,60,6.2,291.1,6.3,D,0
37.1129,40.4161,305.1,1.1,1,2009-01-15,0821,Terra,MODIS,52,6.2,287.7,6.1,D,0
37.0908,40.435,308.1,1.1,1,2009-01-15,0821,Terra,MODIS,66,6.2,287.6,8.9,D,0
37.1641,40.2645,303.9,1.1,1,2009-01-15,0821,Terra,MODIS,57,6.2,290.6,5.8,D,0
37.1481,40.4192,323.5,1.1,1,2009-01-15,0821,Terra,MODIS,82,6.2,289.2,23.6,D,0
37.1148,40.4043,327.3,1.1,1,2009-01-15,0821,Terra,MODIS,85,6.2,289.7,27.7,D,0
37.0985,40.3879,304,1.1,1,2009-01-15,0821,Terra,MODIS,58,6.2,289.3,5.6,D,0
37.1364,40.49,305.8,1.1,1,2009-01-15,0821,Terra,MODIS,62,6.2,288.8,7.2,D,0
37.087,40.5233,324.9,2,1.4,2009-01-15,1003,Aqua,MODIS,83,6.2,287.8,62,D,0
37.0192,40.3841,304.2,2,1.4,2009-01-15,1003,Aqua,MODIS,42,6.2,288.5,16.4,D,0
37.0404,40.4874,303.4,1.2,1.1,2009-01-16,1045,Aqua,MODIS,55,6.2,291.1,5.2,D,0
37.1085,40.6434,309.9,1.2,1.1,2009-01-16,1045,Aqua,MODIS,69,6.2,292.9,10.5,D,0
37.1018,40.4082,302.7,1,1,2009-01-17,0809,Terra,MODIS,53,6.2,272.3,7.5,D,0
37.152,40.3082,308.9,1,1,2009-01-17,0809,Terra,MODIS,68,6.2,280.5,11.9,D,0
36.7301,36.2143,300.5,1.5,1.2,2009-01-17,0809,Terra,MODIS,0,6.2,288.9,8.6,D,0
37.0966,40.6401,300.2,2.9,1.6,2009-01-18,0852,Terra,MODIS,33,6.2,287.4,17.4,D,0
37.02,40.2698,308.6,2.7,1.6,2009-01-18,0852,Terra,MODIS,67,6.2,288,38.5,D,0
37.0103,40.2716,308.7,2.7,1.6,2009-01-18,0852,Terra,MODIS,67,6.2,287.8,38.1,D,0
37.1059,40.2576,302.5,1,1,2009-01-18,1033,Aqua,MODIS,53,6.2,292.3,3.6,D,0
37.097,40.2597,302.5,1,1,2009-01-18,1033,Aqua,MODIS,53,6.2,291.2,3.5,D,0
36.9599,40.1426,303.1,1,1,2009-01-18,1033,Aqua,MODIS,55,6.2,291.4,4.5,D,0
37.148,40.7543,311.1,1,1,2009-01-18,1033,Aqua,MODIS,71,6.2,292.6,9.1,D,0
36.901,40.1788,301.8,1,1,2009-01-18,1033,Aqua,MODIS,49,6.2,290.6,3.5,D,0
36.7886,38.872,302.6,1,1,2009-01-18,1033,Aqua,MODIS,53,6.2,291.2,4,D,0
37.115,40.1295,303.4,1,1,2009-01-18,1033,Aqua,MODIS,56,6.2,292.3,3.9,D,0
37.0528,40.2064,304.7,1,1,2009-01-18,1033,Aqua,MODIS,60,6.2,291.9,5,D,0
37.1495,40.7655,311.1,1,1,2009-01-18,1033,Aqua,MODIS,71,6.2,293.2,9.1,D,0
37.0011,40.2296,304.5,1,1,2009-01-18,1033,Aqua,MODIS,59,6.2,290.9,5.1,D,0
37.1305,42.4391,311.2,1.1,1,2009-01-18,1033,Aqua,MODIS,71,6.2,290.9,10,D,0
36.7341,37.61,300.6,1.1,1.1,2009-01-18,1033,Aqua,MODIS,40,6.2,290,4,D,0
37.129,42.4268,318.6,1.1,1,2009-01-18,1033,Aqua,MODIS,79,6.2,294.1,17.2,D,0
37.1923,39.0894,301.9,1,1,2009-01-18,1033,Aqua,MODIS,49,6.2,291,3.7,D,0
37.0322,40.4906,304.1,1.3,1.1,2009-01-19,0757,Terra,MODIS,58,6.2,287.7,8.5,D,0
37.0165,40.353,301.6,1.3,1.1,2009-01-19,0757,Terra,MODIS,48,6.2,288.2,7.1,D,0
37.176,40.468,301.3,1.3,1.1,2009-01-19,0757,Terra,MODIS,46,6.2,288.1,6.6,D,0
36.9347,40.2617,303.9,3.4,1.7,2009-01-19,1116,Aqua,MODIS,57,6.2,290.2,27.1,D,0
37.0788,40.5032,310.2,1.8,1.3,2009-01-20,0839,Terra,MODIS,70,6.2,288.3,22,D,0
41.2626,31.4289,304.3,1.2,1.1,2009-01-20,0839,Terra,MODIS,44,6.2,285.4,9.8,D,0
37.0803,40.5183,305.7,1.8,1.3,2009-01-20,0839,Terra,MODIS,46,6.2,288.1,14.7,D,0
37.1059,40.4909,308,1.8,1.3,2009-01-20,0839,Terra,MODIS,62,6.2,288.5,17.3,D,0
37.0842,40.4986,311.1,1.8,1.3,2009-01-20,0839,Terra,MODIS,71,6.2,288.8,23.3,D,0
37.0747,40.5229,300.5,1.8,1.3,2009-01-20,0839,Terra,MODIS,20,6.2,287.9,8.2,D,0
36.8686,34.7654,301,1,1,2009-01-20,0840,Terra,MODIS,43,6.2,288.5,4.4,D,0
37.7695,40.5237,304.4,1.1,1,2009-01-20,1021,Aqua,MODIS,59,6.2,291.1,5.6,D,0
37.0434,40.2389,308,1.2,1.1,2009-01-20,1021,Aqua,MODIS,66,6.2,292,8.7,D,0
37.7715,40.536,300.8,1.1,1,2009-01-20,1021,Aqua,MODIS,41,6.2,290.4,3.3,D,0
37.0412,40.2263,315.2,1.2,1.1,2009-01-20,1021,Aqua,MODIS,75,6.2,292,15.4,D,0
37.4001,39.4393,305.9,1.2,1.1,2009-01-20,1021,Aqua,MODIS,62,6.2,291.9,7,D,0
37.817,40.7706,305.8,1.1,1,2009-01-20,1021,Aqua,MODIS,62,6.2,290.7,6.8,D,0
37.4009,39.4326,303.4,1.2,1.1,2009-01-20,1021,Aqua,MODIS,56,6.2,292.7,4.8,D,0
37.1561,40.243,304.7,1.1,1.1,2009-01-20,1021,Aqua,MODIS,59,6.2,292.8,5.4,D,0
37.1571,35.8983,319.3,1.9,1.4,2009-01-20,1021,Aqua,MODIS,79,6.2,291.9,42.6,D,0
37.0287,40.065,300.3,2.1,1.4,2009-01-21,0744,Terra,MODIS,34,6.2,288.3,10.9,D,0
37.0292,40.0714,300.2,2.1,1.4,2009-01-21,0744,Terra,MODIS,31,6.2,288.3,10.7,D,0
36.8653,34.7609,302.9,1.1,1,2009-01-21,1104,Aqua,MODIS,54,6.2,292.8,4.5,D,0
37.1822,35.8577,303.7,1.2,1.1,2009-01-21,1104,Aqua,MODIS,50,6.2,293.6,4.7,D,0
36.9618,40.3093,306.7,2.2,1.4,2009-01-21,1104,Aqua,MODIS,63,6.2,291.7,19.5,D,0
36.961,40.3013,309.1,2.2,1.4,2009-01-21,1104,Aqua,MODIS,68,6.2,291.9,23.2,D,0
