latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
37.194,40.3168,303,1.8,1.3,2008-01-02,0839,Terra,MODIS,50,6.2,287.9,10.3,D,0
37.046,40.3601,302.6,1.8,1.3,2008-01-02,0839,Terra,MODIS,53,6.2,286.5,12.9,D,0
37.1567,40.2178,308.1,1.7,1.3,2008-01-02,0839,Terra,MODIS,66,6.2,288.1,19.2,D,0
37.1743,40.4894,301.8,1.8,1.3,2008-01-02,0839,Terra,MODIS,49,6.2,288.3,10.3,D,0
37.1733,40.4748,304.5,1.8,1.3,2008-01-02,0839,Terra,MODIS,59,6.2,288.2,14.3,D,0
37.1866,40.308,311.1,1.8,1.3,2008-01-02,0839,Terra,MODIS,71,6.2,288.5,23.7,D,0
37.7381,39.2996,307.5,1.3,1.1,2008-01-02,1016,Aqua,MODIS,65,6.2,284.8,9.8,D,0
37.0936,40.541,301.9,1.1,1.1,2008-01-02,1016,Aqua,MODIS,50,6.2,289.6,4.7,D,0
37.0924,40.4757,304.8,1.1,1.1,2008-01-02,1016,Aqua,MODIS,60,6.2,290.1,7.1,D,0
37.7389,39.3051,306,1.3,1.1,2008-01-02,1016,Aqua,MODIS,61,6.2,284.3,8.2,D,0
36.9752,40.3271,305.9,1.2,1.1,2008-01-02,1016,Aqua,MODIS,62,6.2,287.7,8.7,D,0
37.0429,40.3568,307.3,1.2,1.1,2008-01-02,1016,Aqua,MODIS,65,6.2,289.7,9.2,D,0
37.0451,40.3695,300.2,1.2,1.1,2008-01-02,1016,Aqua,MODIS,30,6.2,289.3,3.8,D,0
37.1544,40.1541,301.1,1.2,1.1,2008-01-02,1016,Aqua,MODIS,44,6.2,289.8,4.5,D,0
36.9059,40.2115,300.1,1.2,1.1,2008-01-02,1016,Aqua,MODIS,27,6.2,288.2,4.5,D,0
37.6656,33.1033,301.7,1,1,2008-01-03,1059,Aqua,MODIS,48,6.2,282.8,5.8,D,0
37.6671,33.1146,302.1,1,1,2008-01-03,1059,Aqua,MODIS,50,6.2,281.7,6,D,0
